posteam,season,week,turnovers_forced,turnovers_lost,turnover_margin,recent_margin,rolling_margin,regression_factor
CLE,2022,5,0.0,1,-1.0,-1.0,-1.0,1.0
CLE,2022,6,2.0,3,-1.0,-1.0,-1.0,1.0
CLE,2022,7,1.0,2,-1.0,-1.0,-1.0,1.0
CLE,2022,8,2.0,2,0.0,-0.5,-0.25,1.005
CLE,2022,10,0.0,1,-1.0,-0.5,-0.5,1.0
CLE,2022,11,0.0,1,-1.0,-1.0,-0.625,1.0075
CLE,2022,12,0.0,1,-1.0,-1.0,-0.875,1.0025
CLE,2022,13,3.0,3,0.0,-0.5,-0.75,0.995
CLE,2022,14,1.0,1,0.0,0.0,-0.625,0.9875
CLE,2022,15,2.0,0,2.0,1.0,-0.25,0.975
CLE,2022,16,1.0,1,0.0,1.0,-0.125,0.9775
CLE,2022,17,3.0,0,3.0,1.5,0.25,0.975
CLE,2022,18,1.0,2,-1.0,1.0,0.25,0.985
CLE,2023,1,0.0,2,-2.0,-1.5,0.125,1.0325
CLE,2023,2,2.0,4,-2.0,-2.0,0.0,1.04
CLE,2023,3,0.0,1,-1.0,-1.5,-0.125,1.0275
CLE,2023,4,1.0,3,-2.0,-1.5,-0.375,1.0225
CLE,2023,6,1.0,2,-1.0,-1.5,-0.75,1.015
CLE,2023,7,4.0,2,2.0,0.5,-0.5,0.98
CLE,2023,8,2.0,3,-1.0,0.5,-1.0,0.97
CLE,2023,9,3.0,0,3.0,1.0,-0.5,0.97
CLE,2023,10,3.0,1,2.0,2.5,0.0,0.95
CLE,2023,11,0.0,1,-1.0,0.5,0.125,0.9925
CLE,2023,12,1.0,3,-2.0,-1.5,0.0,1.03
CLE,2023,13,0.0,1,-1.0,-1.5,0.125,1.0325
CLE,2023,14,4.0,3,1.0,0.0,0.375,1.0075
CLE,2023,15,2.0,4,-2.0,-0.5,-0.125,1.0075
CLE,2023,16,2.0,2,0.0,-1.0,0.0,1.02
CLE,2023,17,2.0,3,-1.0,-0.5,-0.5,1.0
CLE,2023,18,1.0,2,-1.0,-1.0,-0.875,1.0025
CLE,2023,19,0.0,2,-2.0,-1.5,-1.0,1.01
CLE,2024,1,0.0,2,-2.0,-2.0,-1.0,1.02
CLE,2024,2,0.0,0,0.0,-1.0,-0.875,1.0025
CLE,2024,3,2.0,2,0.0,0.0,-1.0,0.98
CLE,2024,4,1.0,1,0.0,0.0,-0.75,0.985
CLE,2024,5,2.0,1,1.0,0.5,-0.625,0.9775
CLE,2024,6,0.0,0,0.0,0.5,-0.5,0.98
CLE,2024,7,0.0,2,-2.0,-1.0,-0.625,1.0075
CLE,2024,8,0.0,1,-1.0,-1.5,-0.5,1.02
CLE,2024,9,0.0,3,-3.0,-2.0,-0.625,1.0275
CLE,2024,11,2.0,0,2.0,-0.5,-0.375,1.0025
CLE,2024,12,1.0,3,-2.0,0.0,-0.625,0.9875
CLE,2024,13,2.0,3,-1.0,-1.5,-0.75,1.015
CLE,2024,14,2.0,2,0.0,-0.5,-0.875,0.9925
CLE,2024,15,1.0,5,-4.0,-2.0,-1.375,1.0125
CLE,2024,16,1.0,3,-2.0,-3.0,-1.375,1.0325
CLE,2024,17,0.0,2,-2.0,-2.0,-1.5,1.01
CLE,2024,18,0.0,2,-2.0,-2.0,-1.375,1.0125
CLE,2025,1,0.0,2,-2.0,-2.0,-1.875,1.0025
CLE,2025,2,0.0,2,-2.0,-2.0,-1.875,1.0025
CLE,2025,3,1.0,1,0.0,-1.0,-1.75,0.985
CLE,2025,4,1.0,3,-2.0,-1.0,-2.0,0.98
CLE,2025,5,2.0,0,2.0,0.0,-1.25,0.975
CLE,2025,6,0.0,0,0.0,1.0,-1.0,0.96
CLE,2025,7,4.0,0,4.0,2.0,-0.25,0.955
CLE,2025,8,2.0,2,0.0,2.0,0.0,0.96
DAL,2022,1,1.0,1,0.0,0.0,0.0,1.0
DAL,2022,2,0.0,1,-1.0,-0.5,-1.0,1.0
DAL,2022,3,1.0,0,1.0,0.0,1.0,1.0
DAL,2022,4,2.0,0,2.0,1.5,2.0,1.0
DAL,2022,5,3.0,0,3.0,2.5,3.0,1.0
DAL,2022,6,0.0,3,-3.0,0.0,-3.0,1.0
DAL,2022,7,5.0,1,4.0,0.5,4.0,1.0
DAL,2022,8,1.0,1,0.0,2.0,0.75,0.975
DAL,2022,10,1.0,3,-2.0,-1.0,0.5,1.03
DAL,2022,11,1.0,0,1.0,-0.5,0.75,1.025
DAL,2022,12,0.0,2,-2.0,-0.5,0.375,1.0175
DAL,2022,13,5.0,1,4.0,1.0,0.625,0.9925
DAL,2022,14,3.0,2,1.0,2.5,0.375,0.9575
DAL,2022,15,3.0,2,1.0,1.0,0.875,0.9975
DAL,2022,16,4.0,1,3.0,2.0,0.75,0.975
DAL,2022,17,2.0,3,-1.0,1.0,0.625,0.9925
DAL,2022,18,2.0,1,1.0,0.0,1.0,1.02
DAL,2022,19,1.0,0,1.0,1.0,1.0,1.0
DAL,2022,20,0.0,3,-3.0,-1.0,0.875,1.0375
DAL,2023,1,3.0,0,3.0,0.0,0.75,1.015
DAL,2023,2,4.0,0,4.0,3.5,1.125,0.9525
DAL,2023,3,0.0,1,-1.0,1.5,0.875,0.9875
DAL,2023,4,3.0,0,3.0,1.0,0.875,0.9975
DAL,2023,5,1.0,4,-3.0,0.0,0.625,1.0125
DAL,2023,6,2.0,0,2.0,-0.5,0.75,1.025
DAL,2023,8,1.0,1,0.0,1.0,0.625,0.9925
DAL,2023,9,0.0,1,-1.0,-0.5,0.875,1.0275
DAL,2023,10,1.0,2,-1.0,-1.0,0.375,1.0275
DAL,2023,11,2.0,0,2.0,0.5,0.125,0.9925
DAL,2023,12,1.0,0,1.0,1.5,0.375,0.9775
DAL,2023,13,1.0,0,1.0,1.0,0.125,0.9825
DAL,2023,14,3.0,1,2.0,1.5,0.75,0.985
DAL,2023,15,0.0,1,-1.0,0.5,0.375,0.9975
DAL,2023,16,0.0,1,-1.0,-1.0,0.25,1.025
DAL,2023,17,2.0,2,0.0,-0.5,0.375,1.0175
DAL,2023,18,3.0,1,2.0,1.0,0.75,0.995
DAL,2023,19,0.0,2,-2.0,0.0,0.25,1.005
DAL,2024,1,2.0,0,2.0,0.0,0.375,1.0075
DAL,2024,2,1.0,2,-1.0,0.5,0.125,0.9925
DAL,2024,3,0.0,1,-1.0,-1.0,-0.25,1.015
DAL,2024,4,1.0,0,1.0,0.0,0.0,1.0
DAL,2024,5,1.0,3,-2.0,-0.5,-0.125,1.0075
DAL,2024,6,0.0,5,-5.0,-3.5,-0.75,1.05
DAL,2024,8,0.0,2,-2.0,-3.5,-1.25,1.045
DAL,2024,9,1.0,0,1.0,-0.5,-0.875,0.9925
DAL,2024,10,2.0,5,-3.0,-1.0,-1.5,0.99
DAL,2024,11,1.0,2,-1.0,-2.0,-1.5,1.01
DAL,2024,12,3.0,1,2.0,0.5,-1.125,0.9675
DAL,2024,13,2.0,0,2.0,2.0,-1.0,0.95
DAL,2024,14,2.0,1,1.0,1.5,-0.625,0.9575
DAL,2024,15,4.0,1,3.0,2.0,0.375,0.9675
DAL,2024,16,2.0,0,2.0,2.5,0.875,0.9675
DAL,2024,17,0.0,4,-4.0,-1.0,0.25,1.025
DAL,2024,18,0.0,1,-1.0,-2.5,0.5,1.05
DAL,2025,1,0.0,1,-1.0,-1.0,0.5,1.03
DAL,2025,2,1.0,1,0.0,-0.5,0.25,1.015
DAL,2025,3,0.0,4,-4.0,-2.0,-0.5,1.03
DAL,2025,4,1.0,0,1.0,-1.5,-0.5,1.02
DAL,2025,5,1.0,0,1.0,1.0,-0.75,0.965
DAL,2025,6,1.0,0,1.0,1.0,-0.875,0.9625
DAL,2025,7,2.0,0,2.0,1.5,-0.125,0.9675
DAL,2025,8,1.0,2,-1.0,0.5,-0.125,0.9875
DEN,2022,1,1.0,2,-1.0,-1.0,-1.0,1.0
DEN,2022,2,0.0,1,-1.0,-1.0,-1.0,1.0
DEN,2022,3,3.0,0,3.0,1.0,3.0,1.0
DEN,2022,4,0.0,1,-1.0,1.0,-1.0,1.0
DEN,2022,5,2.0,2,0.0,-0.5,0.0,1.0
DEN,2022,6,2.0,0,2.0,1.0,2.0,1.0
DEN,2022,7,0.0,1,-1.0,0.5,-1.0,1.0
DEN,2022,8,2.0,1,1.0,0.0,0.25,1.005
DEN,2022,10,1.0,1,0.0,0.5,0.375,0.9975
DEN,2022,11,0.0,0,0.0,0.0,0.5,1.01
DEN,2022,12,0.0,3,-3.0,-1.5,-0.25,1.025
DEN,2022,13,2.0,0,2.0,-0.5,0.125,1.0125
DEN,2022,14,3.0,2,1.0,1.5,0.25,0.975
DEN,2022,15,3.0,2,1.0,1.0,0.125,0.9825
DEN,2022,16,0.0,4,-4.0,-1.5,-0.25,1.025
DEN,2022,17,1.0,3,-2.0,-3.0,-0.625,1.0475
DEN,2022,18,3.0,1,2.0,0.0,-0.375,0.9925
DEN,2023,1,1.0,0,1.0,1.5,-0.25,0.965
DEN,2023,2,0.0,2,-2.0,-0.5,-0.125,1.0075
DEN,2023,3,0.0,3,-3.0,-2.5,-0.75,1.035
DEN,2023,4,2.0,0,2.0,-0.5,-0.625,0.9975
DEN,2023,5,2.0,3,-1.0,0.5,-0.875,0.9725
DEN,2023,6,1.0,3,-2.0,-1.5,-0.625,1.0175
DEN,2023,7,1.0,0,1.0,-0.5,-0.25,1.005
DEN,2023,8,4.0,2,2.0,1.5,-0.25,0.965
DEN,2023,10,4.0,1,3.0,2.5,0.0,0.95
DEN,2023,11,3.0,0,3.0,3.0,0.625,0.9525
DEN,2023,12,3.0,1,2.0,2.5,1.25,0.975
DEN,2023,13,0.0,3,-3.0,-0.5,0.625,1.0225
DEN,2023,14,2.0,1,1.0,-1.0,0.875,1.0375
DEN,2023,15,0.0,1,-1.0,0.0,1.0,1.02
DEN,2023,16,1.0,2,-1.0,-1.0,0.75,1.035
DEN,2023,17,1.0,0,1.0,0.0,0.625,1.0125
DEN,2023,18,0.0,1,-1.0,0.0,0.125,1.0025
DEN,2024,1,1.0,4,-3.0,-2.0,-0.625,1.0275
DEN,2024,2,0.0,2,-2.0,-2.5,-1.125,1.0275
DEN,2024,3,2.0,1,1.0,-0.5,-0.625,0.9975
DEN,2024,4,1.0,1,0.0,0.5,-0.75,0.975
DEN,2024,5,3.0,0,3.0,1.5,-0.25,0.965
DEN,2024,6,0.0,2,-2.0,0.5,-0.375,0.9825
DEN,2024,7,2.0,1,1.0,-0.5,-0.375,1.0025
DEN,2024,8,2.0,2,0.0,0.5,-0.25,0.985
DEN,2024,9,0.0,1,-1.0,-0.5,0.0,1.01
DEN,2024,10,0.0,0,0.0,-0.5,0.25,1.015
DEN,2024,11,1.0,0,1.0,0.5,0.25,0.995
DEN,2024,12,2.0,0,2.0,1.5,0.5,0.98
DEN,2024,13,3.0,2,1.0,1.5,0.25,0.975
DEN,2024,15,5.0,3,2.0,1.5,0.75,0.985
DEN,2024,16,1.0,0,1.0,1.5,0.75,0.985
DEN,2024,17,1.0,1,0.0,0.5,0.75,1.005
DEN,2024,18,0.0,0,0.0,0.0,0.875,1.0175
DEN,2024,19,0.0,0,0.0,0.0,0.875,1.0175
DEN,2025,1,3.0,3,0.0,0.0,0.75,1.015
DEN,2025,2,0.0,1,-1.0,-0.5,0.375,1.0175
DEN,2025,3,2.0,0,2.0,0.5,0.5,1.0
DEN,2025,4,0.0,1,-1.0,0.5,0.125,0.9925
DEN,2025,5,0.0,0,0.0,-0.5,0.0,1.01
DEN,2025,6,0.0,1,-1.0,-0.5,-0.125,1.0075
DEN,2025,7,1.0,0,1.0,0.0,0.0,1.0
DEN,2025,8,2.0,1,1.0,1.0,0.125,0.9825
DET,2022,1,0.0,1,-1.0,-1.0,-1.0,1.0
DET,2022,2,1.0,0,1.0,0.0,1.0,1.0
DET,2022,3,1.0,1,0.0,0.5,0.0,1.0
DET,2022,4,0.0,3,-3.0,-1.5,-3.0,1.0
DET,2022,5,1.0,2,-1.0,-2.0,-1.0,1.0
DET,2022,7,1.0,5,-4.0,-2.5,-4.0,1.0
DET,2022,8,1.0,0,1.0,-1.5,1.0,1.0
DET,2022,9,3.0,1,2.0,1.5,-0.625,0.9575
DET,2022,10,1.0,0,1.0,1.5,-0.375,0.9625
DET,2022,11,3.0,0,3.0,2.0,-0.125,0.9575
DET,2022,12,1.0,2,-1.0,1.0,-0.25,0.975
DET,2022,13,1.0,0,1.0,0.0,0.25,1.005
DET,2022,14,2.0,0,2.0,1.5,0.625,0.9825
DET,2022,15,1.0,0,1.0,1.5,1.25,0.995
DET,2022,16,0.0,1,-1.0,0.0,1.0,1.02
DET,2022,17,2.0,0,2.0,0.5,1.0,1.01
DET,2022,18,2.0,0,2.0,2.0,1.125,0.9825
DET,2023,1,1.0,1,0.0,1.0,0.75,0.995
DET,2023,2,0.0,3,-3.0,-1.5,0.5,1.04
DET,2023,3,1.0,1,0.0,-1.5,0.375,1.0375
DET,2023,4,2.0,1,1.0,0.5,0.25,0.995
DET,2023,5,3.0,0,3.0,2.0,0.5,0.97
DET,2023,6,1.0,0,1.0,2.0,0.75,0.975
DET,2023,7,1.0,1,0.0,0.5,0.5,1.0
DET,2023,8,1.0,3,-2.0,-1.0,0.0,1.02
DET,2023,10,1.0,0,1.0,-0.5,0.125,1.0125
DET,2023,11,1.0,4,-3.0,-1.0,0.125,1.0225
DET,2023,12,0.0,3,-3.0,-3.0,-0.25,1.05
DET,2023,13,2.0,0,2.0,-0.5,-0.125,1.0075
DET,2023,14,0.0,3,-3.0,-0.5,-0.875,0.9925
DET,2023,15,1.0,0,1.0,-1.0,-0.875,1.0025
DET,2023,16,4.0,1,3.0,2.0,-0.5,0.95
DET,2023,17,2.0,2,0.0,1.5,-0.25,0.965
DET,2023,18,2.0,0,2.0,1.0,-0.125,0.9775
DET,2023,19,0.0,0,0.0,1.0,0.25,0.985
DET,2023,20,2.0,0,2.0,1.0,0.875,0.9975
DET,2023,21,1.0,1,0.0,1.0,0.625,0.9925
DET,2024,1,1.0,1,0.0,0.0,1.0,1.02
DET,2024,2,1.0,2,-1.0,-0.5,0.75,1.025
DET,2024,3,1.0,1,0.0,-0.5,0.375,1.0175
DET,2024,4,2.0,0,2.0,1.0,0.625,0.9925
DET,2024,6,5.0,0,5.0,3.5,1.0,0.95
DET,2024,7,1.0,1,0.0,2.5,1.0,0.97
DET,2024,8,4.0,0,4.0,2.0,1.25,0.985
DET,2024,9,1.0,0,1.0,2.5,1.375,0.9775
DET,2024,10,2.0,5,-3.0,-1.0,1.0,1.04
DET,2024,11,1.0,0,1.0,-1.0,1.25,1.045
DET,2024,12,0.0,0,0.0,0.5,1.25,1.015
DET,2024,13,0.0,1,-1.0,-0.5,0.875,1.0275
DET,2024,14,1.0,1,0.0,-0.5,0.25,1.015
DET,2024,15,0.0,1,-1.0,-0.5,0.125,1.0125
DET,2024,16,2.0,0,2.0,0.5,-0.125,0.9875
DET,2024,17,2.0,0,2.0,2.0,0.0,0.96
DET,2024,18,0.0,2,-2.0,0.0,0.125,1.0025
DET,2024,20,0.0,5,-5.0,-3.5,-0.625,1.05
DET,2025,1,0.0,1,-1.0,-3.0,-0.75,1.045
DET,2025,2,2.0,0,2.0,0.5,-0.375,0.9825
DET,2025,3,1.0,0,1.0,1.5,-0.25,0.965
DET,2025,4,3.0,1,2.0,1.5,0.125,0.9725
DET,2025,5,3.0,1,2.0,2.0,0.125,0.9625
DET,2025,6,0.0,0,0.0,1.0,-0.125,0.9775
DET,2025,7,2.0,2,0.0,0.0,0.125,1.0025
GB,2022,1,0.0,2,-2.0,-2.0,-2.0,1.0
GB,2022,2,1.0,1,0.0,-1.0,0.0,1.0
GB,2022,3,2.0,2,0.0,0.0,0.0,1.0
GB,2022,4,1.0,2,-1.0,-0.5,-1.0,1.0
GB,2022,5,0.0,0,0.0,-0.5,0.0,1.0
GB,2022,6,0.0,1,-1.0,-0.5,-1.0,1.0
GB,2022,7,2.0,0,2.0,0.5,2.0,1.0
GB,2022,8,2.0,1,1.0,1.5,-0.125,0.9675
GB,2022,9,1.0,3,-2.0,-0.5,-0.125,1.0075
GB,2022,10,3.0,1,2.0,0.0,0.125,1.0025
GB,2022,11,1.0,0,1.0,1.5,0.25,0.975
GB,2022,12,1.0,2,-1.0,0.0,0.25,1.005
GB,2022,13,3.0,0,3.0,1.0,0.625,0.9925
GB,2022,15,1.0,2,-1.0,1.0,0.625,0.9925
GB,2022,16,4.0,1,3.0,1.0,0.75,0.995
GB,2022,17,4.0,0,4.0,3.5,1.125,0.9525
GB,2022,18,0.0,2,-2.0,1.0,1.125,1.0025
GB,2023,1,2.0,0,2.0,0.0,1.125,1.0225
GB,2023,2,1.0,0,1.0,1.5,1.125,0.9925
GB,2023,3,0.0,1,-1.0,0.0,1.125,1.0225
GB,2023,4,1.0,2,-1.0,-1.0,0.625,1.0325
GB,2023,5,1.0,3,-2.0,-1.5,0.5,1.04
GB,2023,7,0.0,1,-1.0,-1.5,0.0,1.03
GB,2023,8,1.0,1,0.0,-0.5,-0.5,1.0
GB,2023,9,2.0,2,0.0,0.0,-0.25,0.995
GB,2023,10,0.0,2,-2.0,-1.0,-0.75,1.005
GB,2023,11,1.0,0,1.0,-0.5,-0.75,0.995
GB,2023,12,3.0,0,3.0,2.0,-0.25,0.955
GB,2023,13,1.0,0,1.0,2.0,0.0,0.96
GB,2023,14,2.0,3,-1.0,0.0,0.125,1.0025
GB,2023,15,1.0,1,0.0,-0.5,0.25,1.015
GB,2023,16,0.0,0,0.0,0.0,0.25,1.005
GB,2023,17,3.0,0,3.0,1.5,0.625,0.9825
GB,2023,18,0.0,1,-1.0,1.0,0.75,0.995
GB,2023,19,2.0,0,2.0,0.5,0.875,1.0075
GB,2023,20,0.0,2,-2.0,0.0,0.25,1.005
GB,2024,1,3.0,1,2.0,0.0,0.375,1.0075
GB,2024,2,3.0,1,2.0,2.0,0.75,0.975
GB,2024,3,3.0,0,3.0,2.5,1.125,0.9725
GB,2024,4,2.0,5,-3.0,0.0,0.75,1.015
GB,2024,5,2.0,1,1.0,-1.0,0.5,1.03
GB,2024,6,3.0,1,2.0,1.5,0.875,0.9875
GB,2024,7,1.0,2,-1.0,0.5,0.5,1.0
GB,2024,8,2.0,1,1.0,0.0,0.875,1.0175
GB,2024,9,0.0,1,-1.0,0.0,0.5,1.01
GB,2024,11,0.0,1,-1.0,-1.0,0.125,1.0225
GB,2024,12,3.0,0,3.0,1.0,0.125,0.9825
GB,2024,13,0.0,1,-1.0,1.0,0.375,0.9875
GB,2024,14,1.0,1,0.0,-0.5,0.25,1.015
GB,2024,15,2.0,1,1.0,0.5,0.125,0.9925
GB,2024,16,2.0,0,2.0,1.5,0.5,0.98
GB,2024,17,1.0,1,0.0,1.0,0.375,0.9875
GB,2024,18,2.0,2,0.0,0.0,0.5,1.01
GB,2024,19,0.0,4,-4.0,-2.0,0.125,1.0425
GB,2025,1,1.0,0,1.0,-1.5,-0.125,1.0275
GB,2025,2,0.0,0,0.0,0.5,0.0,0.99
GB,2025,3,1.0,1,0.0,0.0,0.0,1.0
GB,2025,4,0.0,1,-1.0,-0.5,-0.25,1.005
GB,2025,6,0.0,1,-1.0,-1.0,-0.625,1.0075
GB,2025,7,1.0,0,1.0,0.0,-0.5,0.99
GB,2025,8,1.0,0,1.0,1.0,-0.375,0.9725
HOU,2022,1,2.0,1,1.0,1.0,1.0,1.0
HOU,2022,2,1.0,0,1.0,1.0,1.0,1.0
HOU,2022,3,2.0,2,0.0,0.5,0.0,1.0
HOU,2022,4,1.0,2,-1.0,-0.5,-1.0,1.0
HOU,2022,5,2.0,0,2.0,0.5,2.0,1.0
HOU,2022,7,0.0,1,-1.0,0.5,-1.0,1.0
HOU,2022,8,1.0,2,-1.0,-1.0,-1.0,1.0
HOU,2022,9,1.0,2,-1.0,-1.0,0.0,1.02
HOU,2022,10,0.0,2,-2.0,-1.5,-0.375,1.0225
HOU,2022,11,0.0,2,-2.0,-2.0,-0.75,1.025
HOU,2022,12,1.0,3,-2.0,-2.0,-1.0,1.02
HOU,2022,13,3.0,3,0.0,-1.0,-0.875,1.0025
HOU,2022,14,2.0,3,-1.0,-0.5,-1.25,0.985
HOU,2022,15,2.0,1,1.0,0.0,-1.0,0.98
HOU,2022,16,3.0,1,2.0,1.5,-0.625,0.9575
HOU,2022,17,2.0,1,1.0,1.5,-0.375,0.9625
HOU,2022,18,3.0,3,0.0,0.5,-0.125,0.9875
HOU,2023,1,2.0,1,1.0,0.5,0.25,0.995
HOU,2023,2,0.0,1,-1.0,0.0,0.375,1.0075
HOU,2023,3,2.0,0,2.0,0.5,0.625,1.0025
HOU,2023,4,1.0,0,1.0,1.5,0.875,0.9875
HOU,2023,5,2.0,0,2.0,1.5,1.0,0.99
HOU,2023,6,1.0,2,-1.0,0.5,0.625,1.0025
HOU,2023,8,0.0,1,-1.0,-1.0,0.375,1.0275
HOU,2023,9,1.0,1,0.0,-0.5,0.375,1.0175
HOU,2023,10,2.0,3,-1.0,-0.5,0.125,1.0125
HOU,2023,11,1.0,4,-3.0,-2.0,-0.125,1.0375
HOU,2023,12,1.0,0,1.0,-1.0,-0.25,1.015
HOU,2023,13,3.0,0,3.0,2.0,0.0,0.96
HOU,2023,14,1.0,0,1.0,2.0,-0.125,0.9575
HOU,2023,15,1.0,1,0.0,0.5,0.0,0.99
HOU,2023,16,2.0,2,0.0,0.0,0.125,1.0025
HOU,2023,17,1.0,0,1.0,0.5,0.25,0.995
HOU,2023,18,1.0,0,1.0,1.0,0.5,0.99
HOU,2023,19,2.0,0,2.0,1.5,1.125,0.9925
HOU,2023,20,0.0,0,0.0,1.0,1.0,1.0
HOU,2024,1,1.0,0,1.0,0.5,0.75,1.005
HOU,2024,2,2.0,1,1.0,1.0,0.75,0.995
HOU,2024,3,0.0,2,-2.0,-0.5,0.5,1.02
HOU,2024,4,1.0,0,1.0,-0.5,0.625,1.0225
HOU,2024,5,0.0,2,-2.0,-0.5,0.25,1.015
HOU,2024,6,4.0,1,3.0,0.5,0.5,1.0
HOU,2024,7,2.0,1,1.0,2.0,0.375,0.9675
HOU,2024,8,2.0,1,1.0,1.0,0.5,0.99
HOU,2024,9,1.0,1,0.0,0.5,0.375,0.9975
HOU,2024,10,5.0,2,3.0,1.5,0.625,0.9825
HOU,2024,11,2.0,1,1.0,2.0,1.0,0.98
HOU,2024,12,2.0,3,-1.0,0.0,0.75,1.015
HOU,2024,13,1.0,0,1.0,0.0,1.125,1.0225
HOU,2024,15,4.0,1,3.0,2.0,1.125,0.9825
HOU,2024,16,0.0,2,-2.0,0.5,0.75,1.005
HOU,2024,17,0.0,1,-1.0,-1.5,0.5,1.04
HOU,2024,18,1.0,1,0.0,-0.5,0.5,1.02
HOU,2024,19,4.0,3,1.0,0.5,0.25,0.995
HOU,2024,20,0.0,0,0.0,0.5,0.125,0.9925
HOU,2025,1,1.0,2,-1.0,-0.5,0.125,1.0125
HOU,2025,2,0.0,0,0.0,-0.5,0.0,1.01
HOU,2025,3,1.0,3,-2.0,-1.0,-0.625,1.0075
HOU,2025,4,1.0,0,1.0,-0.5,-0.25,1.005
HOU,2025,5,3.0,0,3.0,2.0,0.25,0.965
HOU,2025,7,4.0,1,3.0,3.0,0.625,0.9525
HOU,2025,8,1.0,1,0.0,1.5,0.5,0.98
IND,2022,1,1.0,2,-1.0,-1.0,-1.0,1.0
IND,2022,2,0.0,3,-3.0,-2.0,-3.0,1.0
IND,2022,3,1.0,2,-1.0,-2.0,-1.0,1.0
IND,2022,4,0.0,3,-3.0,-2.0,-3.0,1.0
IND,2022,5,2.0,2,0.0,-1.5,0.0,1.0
IND,2022,6,1.0,0,1.0,0.5,1.0,1.0
IND,2022,7,1.0,3,-2.0,-0.5,-2.0,1.0
IND,2022,8,1.0,2,-1.0,-1.5,-1.25,1.005
IND,2022,9,1.0,1,0.0,-0.5,-1.125,0.9875
IND,2022,10,0.0,1,-1.0,-0.5,-0.875,0.9925
IND,2022,11,2.0,1,1.0,0.0,-0.625,0.9875
IND,2022,12,0.0,2,-2.0,-0.5,-0.5,1.0
IND,2022,13,1.0,5,-4.0,-3.0,-1.0,1.04
IND,2022,15,3.0,1,2.0,-1.0,-0.875,1.0025
IND,2022,16,2.0,3,-1.0,0.5,-0.75,0.975
IND,2022,17,1.0,1,0.0,-0.5,-0.625,0.9975
IND,2022,18,3.0,3,0.0,0.0,-0.625,0.9875
IND,2023,1,2.0,3,-1.0,-0.5,-0.625,0.9975
IND,2023,2,1.0,0,1.0,0.0,-0.625,0.9875
IND,2023,3,2.0,0,2.0,1.5,-0.125,0.9675
IND,2023,4,1.0,1,0.0,1.0,0.375,0.9875
IND,2023,5,1.0,0,1.0,0.5,0.25,0.995
IND,2023,6,1.0,4,-3.0,-1.0,0.0,1.02
IND,2023,7,2.0,4,-2.0,-2.5,-0.25,1.045
IND,2023,8,1.0,1,0.0,-1.0,-0.25,1.015
IND,2023,9,4.0,0,4.0,2.0,0.375,0.9675
IND,2023,10,2.0,1,1.0,2.5,0.375,0.9575
IND,2023,12,2.0,1,1.0,1.0,0.25,0.985
IND,2023,13,2.0,1,1.0,1.0,0.375,0.9875
IND,2023,14,2.0,1,1.0,1.0,0.375,0.9875
IND,2023,15,3.0,0,3.0,2.0,1.125,0.9825
IND,2023,16,0.0,1,-1.0,1.0,1.25,1.005
IND,2023,17,0.0,0,0.0,-0.5,1.25,1.035
IND,2023,18,0.0,1,-1.0,-0.5,0.625,1.0225
IND,2024,1,0.0,1,-1.0,-1.0,0.375,1.0275
IND,2024,2,1.0,3,-2.0,-1.5,0.0,1.03
IND,2024,3,3.0,2,1.0,-0.5,0.0,1.01
IND,2024,4,2.0,0,2.0,1.5,0.125,0.9725
IND,2024,5,2.0,1,1.0,1.5,-0.125,0.9675
IND,2024,6,1.0,1,0.0,0.5,0.0,0.99
IND,2024,7,2.0,1,1.0,0.5,0.125,0.9925
IND,2024,8,1.0,2,-1.0,0.0,0.125,1.0025
IND,2024,9,3.0,2,1.0,0.0,0.375,1.0075
IND,2024,10,2.0,4,-2.0,-0.5,0.375,1.0175
IND,2024,11,0.0,1,-1.0,-1.5,0.125,1.0325
IND,2024,12,0.0,0,0.0,-0.5,-0.125,1.0075
IND,2024,13,1.0,2,-1.0,-0.5,-0.375,1.0025
IND,2024,15,3.0,5,-2.0,-1.5,-0.625,1.0175
IND,2024,16,3.0,1,2.0,0.0,-0.5,0.99
IND,2024,17,0.0,3,-3.0,-0.5,-0.75,0.995
IND,2024,18,1.0,0,1.0,-1.0,-0.75,1.005
IND,2025,1,3.0,0,3.0,2.0,-0.125,0.9575
IND,2025,2,1.0,0,1.0,2.0,0.125,0.9625
IND,2025,3,1.0,0,1.0,1.0,0.25,0.985
IND,2025,4,1.0,3,-2.0,-0.5,0.125,1.0125
IND,2025,5,2.0,0,2.0,0.0,0.625,1.0125
IND,2025,6,1.0,1,0.0,1.0,0.375,0.9875
IND,2025,7,2.0,0,2.0,1.0,1.0,1.0
IND,2025,8,1.0,0,1.0,1.5,1.0,0.99
JAX,2022,1,3.0,1,2.0,2.0,2.0,1.0
JAX,2022,2,3.0,0,3.0,2.5,3.0,1.0
JAX,2022,3,2.0,0,2.0,2.5,2.0,1.0
JAX,2022,4,1.0,5,-4.0,-1.0,-4.0,1.0
JAX,2022,5,0.0,2,-2.0,-3.0,-2.0,1.0
JAX,2022,6,0.0,1,-1.0,-1.5,-1.0,1.0
JAX,2022,7,0.0,1,-1.0,-1.0,-1.0,1.0
JAX,2022,8,1.0,2,-1.0,-1.0,-0.25,1.015
JAX,2022,9,1.0,1,0.0,-0.5,-0.5,1.0
JAX,2022,10,3.0,0,3.0,1.5,-0.5,0.96
